feature	val_acc	test_acc	rank
wavelet-LLH_glszm_GrayLevelNonUniformity	0.10609756097560975	0.45	448
wavelet-LLH_glszm_GrayLevelNonUniformityNormalized	0.22195121951219512	0.25	361
wavelet-LLH_glszm_GrayLevelVariance	0.22195121951219512	0.25	361
wavelet-LLH_glszm_HighGrayLevelZoneEmphasis	0.19634146341463415	0.3	329
wavelet-LLH_glszm_LargeAreaEmphasis	0.23780487804878048	0.35	234
wavelet-LLH_glszm_LargeAreaHighGrayLevelEmphasis	0.22926829268292684	0.45	220
wavelet-LLH_glszm_LargeAreaLowGrayLevelEmphasis	0.36341463414634145	0.2	232
wavelet-LLH_glszm_LowGrayLevelZoneEmphasis	0.19634146341463415	0.3	329
wavelet-LLH_glszm_SizeZoneNonUniformity	0.22926829268292684	0.15	536
wavelet-LLH_glszm_SizeZoneNonUniformityNormalized	0.12682926829268293	0.1	433
wavelet-LLH_glszm_SmallAreaEmphasis	0.21097560975609755	0.2	494
wavelet-LLH_glszm_SmallAreaHighGrayLevelEmphasis	0.2073170731707317	0.2	446
wavelet-LLH_glszm_SmallAreaLowGrayLevelEmphasis	0.2841463414634146	0.2	448
wavelet-LLH_glszm_ZoneEntropy	0.12804878048780488	0.3	429
wavelet-LLH_glszm_ZonePercentage	0.3195121951219512	0.25	422
wavelet-LLH_glszm_ZoneVariance	0.2731707317073171	0.4	238
wavelet-LLH_ngtdm_Busyness	0.1073170731707317	0.25	346
wavelet-LLH_ngtdm_Coarseness	0.18414634146341463	0.1	210
wavelet-LLH_ngtdm_Complexity	0.15365853658536585	0.45	275
wavelet-LLH_ngtdm_Contrast	0.21341463414634146	0.3	229
wavelet-LLH_ngtdm_Strength	0.19878048780487806	0	239
wavelet-LLL_firstorder_10Percentile	0.22073170731707317	0.35	90
wavelet-LLL_firstorder_90Percentile	0.29634146341463413	0.15	58
wavelet-LLL_firstorder_Energy	0.4146341463414634	0.15	14
wavelet-LLL_firstorder_Entropy	0.3182926829268293	0.3	213
wavelet-LLL_firstorder_InterquartileRange	0.2926829268292683	0.3	121
wavelet-LLL_firstorder_Kurtosis	0.22682926829268293	0.3	87
wavelet-LLL_firstorder_Maximum	0.24390243902439024	0.35	88
wavelet-LLL_firstorder_Mean	0.3463414634146341	0.25	21
wavelet-LLL_firstorder_MeanAbsoluteDeviation	0.3207317073170732	0.2	46
wavelet-LLL_firstorder_Median	0.10365853658536585	0.35	35
wavelet-LLL_firstorder_Minimum	0.22439024390243903	0.4	313
wavelet-LLL_firstorder_Range	0.3231707317073171	0.4	130
wavelet-LLL_firstorder_RobustMeanAbsoluteDeviation	0.4	0.3	70
wavelet-LLL_firstorder_RootMeanSquared	0.2097560975609756	0.35	20
wavelet-LLL_firstorder_Skewness	0.11829268292682926	0.2	120
wavelet-LLL_firstorder_TotalEnergy	0.4146341463414634	0.15	14
wavelet-LLL_firstorder_Uniformity	0.30853658536585366	0.3	219
wavelet-LLL_firstorder_Variance	0.28536585365853656	0.25	36
wavelet-LLL_glcm_Autocorrelation	0.16219512195121952	0.1	315
wavelet-LLL_glcm_ClusterProminence	0.3207317073170732	0.2	43
wavelet-LLL_glcm_ClusterShade	0.15121951219512195	0.1	72
wavelet-LLL_glcm_ClusterTendency	0.28780487804878047	0.25	43
wavelet-LLL_glcm_Contrast	0.20365853658536584	0.5	36
wavelet-LLL_glcm_Correlation	0.23658536585365852	0.25	64
wavelet-LLL_glcm_DifferenceAverage	0.3195121951219512	0.45	53
wavelet-LLL_glcm_DifferenceEntropy	0.21341463414634146	0.3	123
wavelet-LLL_glcm_DifferenceVariance	0.32926829268292684	0.25	42
wavelet-LLL_glcm_Id	0.34146341463414637	0.15	232
wavelet-LLL_glcm_Idm	0.2914634146341463	0.4	266
wavelet-LLL_glcm_Idmn	0.34146341463414637	0.3	111
wavelet-LLL_glcm_Idn	0.18170731707317073	0.5	129
wavelet-LLL_glcm_Imc1	0.29634146341463413	0.25	90
wavelet-LLL_glcm_Imc2	0.33902439024390246	0.35	95
wavelet-LLL_glcm_InverseVariance	0.24146341463414633	0.25	332
wavelet-LLL_glcm_JointAverage	0.2097560975609756	0.25	331
wavelet-LLL_glcm_JointEnergy	0.39146341463414636	0.25	211
wavelet-LLL_glcm_JointEntropy	0.3353658536585366	0.2	199
wavelet-LLL_glcm_MaximumProbability	0.27682926829268295	0.25	458
wavelet-LLL_glcm_SumEntropy	0.33902439024390246	0.1	175
wavelet-LLL_glcm_SumSquares	0.2682926829268293	0.25	38
wavelet-LLL_gldm_DependenceEntropy	0.19146341463414634	0.25	337
wavelet-LLL_gldm_DependenceNonUniformity	0.1975609756097561	0.25	609
wavelet-LLL_gldm_DependenceNonUniformityNormalized	0.2426829268292683	0.4	440
wavelet-LLL_gldm_DependenceVariance	0.28536585365853656	0.25	337
wavelet-LLL_gldm_GrayLevelNonUniformity	0.3146341463414634	0.25	110
wavelet-LLL_gldm_GrayLevelVariance	0.39878048780487807	0.2	37
wavelet-LLL_gldm_HighGrayLevelEmphasis	0.24390243902439024	0.2	292
wavelet-LLL_gldm_LargeDependenceEmphasis	0.2634146341463415	0.4	300
wavelet-LLL_gldm_LargeDependenceHighGrayLevelEmphasis	0.3378048780487805	0.05	357
wavelet-LLL_gldm_LargeDependenceLowGrayLevelEmphasis	0.2634146341463415	0.15	307
wavelet-LLL_gldm_LowGrayLevelEmphasis	0.19634146341463415	0.25	419
wavelet-LLL_gldm_SmallDependenceEmphasis	0.24390243902439024	0.3	397
wavelet-LLL_gldm_SmallDependenceHighGrayLevelEmphasis	0.2304878048780488	0.1	299
wavelet-LLL_gldm_SmallDependenceLowGrayLevelEmphasis	0.1719512195121951	0.4	466
wavelet-LLL_glrlm_GrayLevelNonUniformity	0.2951219512195122	0.3	105
wavelet-LLL_glrlm_GrayLevelNonUniformityNormalized	0.3048780487804878	0.2	223
wavelet-LLL_glrlm_GrayLevelVariance	0.19634146341463415	0.3	38
wavelet-LLL_glrlm_HighGrayLevelRunEmphasis	0.2731707317073171	0.15	295
wavelet-LLL_glrlm_LongRunEmphasis	0.23170731707317074	0.3	309
wavelet-LLL_glrlm_LongRunHighGrayLevelEmphasis	0.2048780487804878	0.15	313
wavelet-LLL_glrlm_LongRunLowGrayLevelEmphasis	0.20853658536585365	0.15	395
wavelet-LLL_glrlm_LowGrayLevelRunEmphasis	0.16707317073170733	0.25	426
wavelet-LLL_glrlm_RunEntropy	0.26707317073170733	0.2	231
wavelet-LLL_glrlm_RunLengthNonUniformity	0.2817073170731707	0.15	145
wavelet-LLL_glrlm_RunLengthNonUniformityNormalized	0.23536585365853657	0.2	355
wavelet-LLL_glrlm_RunPercentage	0.27195121951219514	0.25	330
wavelet-LLL_glrlm_RunVariance	0.22682926829268293	0.4	293
wavelet-LLL_glrlm_ShortRunEmphasis	0.26097560975609757	0.25	336
wavelet-LLL_glrlm_ShortRunHighGrayLevelEmphasis	0.275609756097561	0.15	294
wavelet-LLL_glrlm_ShortRunLowGrayLevelEmphasis	0.22682926829268293	0.3	432
wavelet-LLL_glszm_GrayLevelNonUniformity	0.275609756097561	0.45	190
wavelet-LLL_glszm_GrayLevelNonUniformityNormalized	0.2975609756097561	0.45	231
wavelet-LLL_glszm_GrayLevelVariance	0.3231707317073171	0.15	50
wavelet-LLL_glszm_HighGrayLevelZoneEmphasis	0.28536585365853656	0.1	303
wavelet-LLL_glszm_LargeAreaEmphasis	0.2426829268292683	0.45	273
wavelet-LLL_glszm_LargeAreaHighGrayLevelEmphasis	0.2097560975609756	0.1	295
wavelet-LLL_glszm_LargeAreaLowGrayLevelEmphasis	0.26951219512195124	0.15	316
wavelet-LLL_glszm_LowGrayLevelZoneEmphasis	0.24146341463414633	0.1	435
wavelet-LLL_glszm_SizeZoneNonUniformity	0.1926829268292683	0.25	583
wavelet-LLL_glszm_SizeZoneNonUniformityNormalized	0.23536585365853657	0.3	430
wavelet-LLL_glszm_SmallAreaEmphasis	0.20121951219512196	0.35	397
wavelet-LLL_glszm_SmallAreaHighGrayLevelEmphasis	0.2451219512195122	0.15	298
wavelet-LLL_glszm_SmallAreaLowGrayLevelEmphasis	0.22073170731707317	0.1	487
wavelet-LLL_glszm_ZoneEntropy	0.3207317073170732	0.2	342
wavelet-LLL_glszm_ZonePercentage	0.24146341463414633	0.25	371
wavelet-LLL_glszm_ZoneVariance	0.2451219512195122	0.4	246
wavelet-LLL_ngtdm_Busyness	0.22682926829268293	0.2	264
wavelet-LLL_ngtdm_Coarseness	0.21707317073170732	0.2	248
wavelet-LLL_ngtdm_Complexity	0.2682926829268293	0.1	75
wavelet-LLL_ngtdm_Contrast	0.3048780487804878	0.35	96
wavelet-LLL_ngtdm_Strength	0.23170731707317074	0.2	121
