Feature_name,mae,rank
wavelet-HLL_firstorder_Uniformity,0.24106082929800066,257
wavelet-HLL_firstorder_Variance,0.10195997876254873,40
wavelet-HLL_glcm_Autocorrelation,0.1188039079557615,58
wavelet-HLL_glcm_ClusterProminence,0.09533394519127553,28
wavelet-HLL_glcm_ClusterShade,0.1323167516426436,71
wavelet-HLL_glcm_ClusterTendency,0.07542568230600256,21
wavelet-HLL_glcm_Contrast,0.19779169962696366,170
wavelet-HLL_glcm_Correlation,0.28818189959553564,342
wavelet-HLL_glcm_DifferenceAverage,0.2733928303131862,321
wavelet-HLL_glcm_DifferenceEntropy,0.33332417348828924,410
wavelet-HLL_glcm_DifferenceVariance,0.13706377179129242,78
wavelet-HLL_glcm_Id,0.4061524604557733,556
wavelet-HLL_glcm_Idm,0.4245956338955201,583
wavelet-HLL_glcm_Idmn,0.5020996265892274,705
wavelet-HLL_glcm_Idn,0.4814872804348116,679
wavelet-HLL_glcm_Imc1,0.12552582588606473,69
wavelet-HLL_glcm_Imc2,0.11517529865285563,52
wavelet-HLL_glcm_InverseVariance,0.42706479953648974,586
wavelet-HLL_glcm_JointAverage,0.14052980195330148,84
wavelet-HLL_glcm_JointEnergy,0.44556235457017995,625
wavelet-HLL_glcm_JointEntropy,0.3586695963400181,465
wavelet-HLL_glcm_MaximumProbability,0.5343995072001918,724
wavelet-HLL_glcm_SumEntropy,0.2497185094556709,270
wavelet-HLL_glcm_SumSquares,0.1138739890035075,50
wavelet-HLL_gldm_DependenceEntropy,0.42261360265376896,578
wavelet-HLL_gldm_DependenceNonUniformity,0.7330612880824747,770
wavelet-HLL_gldm_DependenceNonUniformityNormalized,0.46907945842187193,665
wavelet-HLL_gldm_DependenceVariance,0.43269227256350845,598
wavelet-HLL_gldm_GrayLevelNonUniformity,0.14982005792873027,94
wavelet-HLL_gldm_GrayLevelVariance,0.10329838729957924,42
wavelet-HLL_gldm_HighGrayLevelEmphasis,0.11764926262085688,57
wavelet-HLL_gldm_LargeDependenceEmphasis,0.4356132289355351,604
wavelet-HLL_gldm_LargeDependenceHighGrayLevelEmphasis,0.17901459144400186,132
wavelet-HLL_gldm_LargeDependenceLowGrayLevelEmphasis,0.2753609457247728,325
wavelet-HLL_gldm_LowGrayLevelEmphasis,0.3444636126420448,435
wavelet-HLL_gldm_SmallDependenceEmphasis,0.45267205791545057,643
wavelet-HLL_gldm_SmallDependenceHighGrayLevelEmphasis,0.1235927858415846,67
wavelet-HLL_gldm_SmallDependenceLowGrayLevelEmphasis,0.38054609058189987,506
wavelet-HLL_glrlm_GrayLevelNonUniformity,0.14042657248452367,83
wavelet-HLL_glrlm_GrayLevelNonUniformityNormalized,0.23215314856753247,240
wavelet-HLL_glrlm_GrayLevelVariance,0.10250929350770925,41
wavelet-HLL_glrlm_HighGrayLevelRunEmphasis,0.1175689632105379,56
wavelet-HLL_glrlm_LongRunEmphasis,0.4397895845106569,612
